Compound,119_1(raw),119_2(raw),119_3(raw),119_4(raw),119_5(raw),119_6(raw),173_1(raw),173_2(raw),173_3(raw),173_4(raw),173_5(raw),173_6(raw),212_1(raw),212_2(raw),212_3(raw),212_4(raw),212_5(raw),212_6(raw),232_1(raw),232_2(raw),232_3(raw),232_4(raw),232_5(raw),232_6(raw),281_1(raw),281_2(raw),281_3(raw),281_4(raw),281_5(raw),281_6(raw),293_1(raw),293_2(raw),293_3(raw),293_4(raw),293_5(raw),293_6(raw),318_1(raw),318_2(raw),318_3(raw),318_4(raw),318_5(raw),318_6(raw),345_1(raw),345_2(raw),345_3(raw),345_4(raw),345_5(raw),345_6(raw),346_1(raw),346_2(raw),346_3(raw),346_4(raw),346_5(raw),346_6(raw),372_1(raw),372_2(raw),372_3(raw),372_4(raw),372_5(raw),372_6(raw),374_1(raw),374_2(raw),374_3(raw),374_4(raw),374_5(raw),374_6(raw),440_1(raw),440_2(raw),440_3(raw),440_4(raw),440_5(raw),440_6(raw),639_1(raw),639_2(raw),639_3(raw),639_4(raw),639_5(raw),639_6(raw),649_1(raw),649_2(raw),649_3(raw),649_4(raw),649_5(raw),649_6(raw),H37Rv_1(raw),H37Rv_2(raw),H37Rv_3(raw),H37Rv_4(raw),H37Rv_5(raw),H37Rv_6(raw),Mass
186.0757@17.077019,133685.9506,79548.72493,104621.4746,93523.78185,105127.9944,63567.4046,129542.8938,99934.27417,126378.5452,138052.1852,152266.0416,137145.4541,89847.16856,99125.35502,83530.77828,78518.01671,107950.0856,58452.57544,57202.26479,62759.99436,85814.39121,114040.3835,72141.22316,78993.706,45172.28526,201504.9092,73968.5167,70111.66454,58693.22271,99093.51531,191819.0881,210973.4542,865832.8966,198782.8221,359978.9058,458834.0326,81854.70619,134455.0796,97401.54012,170792.1171,99474.35777,130702.9815,210595.2477,345448.0415,248703.151,190493.6131,219769.9561,262270.5058,100738.9916,265480.7166,128367.3392,115572.3395,135737.2312,29539.39395,168848.8954,116112.3473,157084.5784,211291.6964,95104.57888,153296.4411,103210.4266,85823.62241,89303.59646,68575.38244,33964.90312,95525.55375,158007.2004,110828.2181,147657.3301,118735.3241,94238.81467,180546.1287,284499.9704,102065.7077,213653.1904,109367.3143,230314.368,199256.8581,125115.8178,274129.731,204679.0459,284193.9098,359300.7033,181405.3214,260160.3707,194688.2273,243148.3219,192179.7121,211840.1627,136921.1587,186.0757
142.0117@17.083986,110381.8183,65136.43074,89572.97873,72133.8182,85495.87873,58919.97322,101859.0823,80228.76677,103120.121,103047.3683,115106.8989,103645.0906,73185.6446,85136.71374,83123.33861,67176.85966,69310.15954,63041.2267,53702.51932,61135.11558,77768.11022,105017.7675,70238.06063,74851.42833,0.053443526,155033.3136,52586.02968,51147.33009,0.066115702,78081.70261,189356.622,204446.2366,816436.9544,176634.9162,326476.7108,407331.9434,67154.03128,118972.62,91767.88229,144878.4741,86621.81787,122089.6725,203351.0328,316214.6233,234361.3956,274807.6229,199915.6695,270196.513,76179.52039,247822.548,102974.3574,95075.66014,114627.7685,75484.50911,157041.1114,107844.6051,146041.7299,205430.265,80366.75513,144457.1216,82875.7588,64238.03568,82159.14028,0.082093664,56298.03652,80887.32565,131018.4125,109426.357,125165.8458,105397.8828,86086.66257,161506.3215,263134.7423,88373.6306,195531.4714,97899.58872,233745.9862,159734.4233,108558.1876,262020.0897,185734.3732,262708.2206,330775.6851,162985.5274,163626.3623,0.171349862,0.205509642,128372.0857,0.177410468,0.127823691,142.0117
164.0437@17.078001,95098.62271,54101.49963,76544.49826,64006.30305,74743.03025,50407.38704,89352.18703,70920.02189,89813.69681,89766.66858,105812.3502,92824.87244,65048.87105,71264.64768,67843.29237,57320.84035,56508.67418,58596.13412,45307.51761,51940.83736,67288.94768,91886.37799,59418.00553,60613.00415,32557.04783,134689.7621,48404.93437,35889.11574,39718.47905,65586.2811,163045.5525,174819.3727,696716.7229,152101.131,281053.919,344609.3286,58994.21422,102711.9291,70934.87576,124410.3271,75699.4405,106119.7452,169166.7353,269860.8745,192763.0252,221622.5387,174313.2783,225266.7416,64611.81952,206984.4257,87886.51504,82811.63865,94995.74369,68591.70911,126591.8762,93590.45962,129981.4214,168771.3839,73603.80194,125240.0223,74777.22656,51116.21477,65943.99322,46759.15542,42614.55163,75413.4744,122804.4609,90578.14871,103673.0877,89054.59805,70088.12367,145929.397,227391.2624,78123.39371,168920.0554,83979.35845,198516.1547,132871.6685,93193.63004,214846.6962,185721.7137,224280.2631,292413.9154,118640.1334,87174.97867,110205.0345,137284.14,139996.0196,135074.8306,84369.2603,164.0437
514.0007@13.144006,89728.92573,60109.85995,84719.52197,64332.02426,68082.0275,43528.44493,73524.20362,56735.29244,81493.81804,77305.55622,91060.39431,81144.72702,68946.7289,65712.88131,66331.29899,56397.63098,56485.92156,57940.6366,40417.95395,44681.57016,59514.71076,104537.8204,48408.77136,60499.2912,29945.74371,109235.0645,47960.70407,35044.29095,32427.30555,58508.09927,151052.7971,144581.3155,576118.4534,158725.0286,229861.8893,243057.2394,50535.10569,110741.0123,69978.10882,112562.2808,64669.64991,96425.12707,267808.4708,290463.9522,191114.5128,278849.613,192751.3979,239123.5245,60632.54458,152341.4129,78673.81808,75399.51412,97366.23955,58205.86668,112830.4063,77681.29597,108592.2671,139436.5838,59900.14348,102344.8983,76765.63318,59521.42137,81191.42458,39567.58627,60551.00622,68301.96366,112060.3155,75658.21483,82036.41163,87972.48952,59649.31482,107141.1051,214757.5511,67480.07694,145572.8267,72369.05986,191215.2357,145784.9936,98339.91487,209504.1574,136957.1204,215484.2383,342323.6366,112718.6789,117969.0729,87786.47535,108536.6293,87039.1723,97168.60038,62902.54964,514.0007
117.079@10.557006,58323.41605,22222.52393,24415.85901,27066.95758,58364.49583,22904.01309,75903.94135,65142.46598,74265.81805,83639.55014,97323.71551,103511.5633,16354.94875,73844.64106,41690.5255,95082.27294,36442.33706,39431.6828,19536.87284,19426.24514,23694.72177,11799.84573,35315.3058,20730.16575,4954.321747,41538.85898,7798.72616,11151.92178,15101.28915,14717.78515,114804.6383,147724.0637,489360.2285,76669.28122,216704.1422,369709.084,37918.91508,54779.06346,54999.31218,76695.94698,70001.79589,66951.18167,83433.26436,116598.2232,88430.64151,119781.1702,57277.59232,89228.92011,18856.86178,64892.19844,21852.18785,20330.43859,20999.62807,48474.56971,29257.34978,37364.32071,26713.1267,46762.57533,26571.52627,28703.66123,35725.32237,27978.84843,22963.62969,32817.43475,19350.30308,29568.63472,66101.29715,68127.90409,52494.78131,33479.00375,31970.29213,98744.5029,186086.4073,77838.84275,182062.9755,112896.6498,156819.2086,110759.3797,44079.84836,75598.33401,96512.38988,244667.7463,111827.9516,16915.73335,201636.7161,125094.4808,217125.6635,173507.7925,126813.5348,72769.77164,117.079
213.1342@13.737017,86462.81002,61830.12055,79245.01617,65543.27275,73393.31675,44217.3441,94230.38151,67617.22961,99810.54528,98713.21125,89032.68082,87079.41791,43487.89089,45439.53262,55784.65108,64449.27012,43543.89957,54187.37377,57242.39041,56635.80154,69588.01104,110177.5427,68434.60057,70216.17215,32765.79824,116532.6028,49223.10957,48452.00997,42487.27242,72673.92298,123508.0664,150986.9276,598726.6716,169262.1146,244440.8926,268230.9981,62410.5189,114970.0614,79920.44597,119657.9502,77446.62782,99366.14524,211373.7601,268227.1836,197259.4814,263212.9849,169305.0084,220933.4039,74407.95344,211947.4053,91241.68473,75374.88216,97955.20649,65523.97578,114586.4823,85459.12077,88962.03023,127318.3144,64529.12973,113178.5072,81365.82822,62272.26709,97554.06256,47831.46286,67997.87897,79990.79672,105274.0003,89073.41482,93510.62156,88074.40522,71944.96114,137047.3034,216118.2045,63430.02736,172529.8625,103945.4311,177480.6577,167682.0426,104882.0906,256692.6153,150677.6377,275869.8669,350008.4245,136527.1637,135167.749,106742.7392,130037.459,101066.3084,110078.2279,66470.10885,213.1342
164.0063@13.142002,95005.23428,84175.67864,114258.3055,80812.50912,105383.3388,67727.34728,104347.1892,87209.62626,112579.2725,108907.4602,124408.5243,126363.1996,90830.39501,100871.171,91794.9171,82325.39963,78977.17768,74799.29782,59041.10116,66670.68031,80913.9835,118942.7659,74685.61986,83102.24152,46082.96294,152302.8414,65971.92828,58144.37583,54663.07398,85094.60069,194000.8286,191383.9798,659697.9229,194847.8287,267567.6645,313883.8179,76004.86212,135476.3931,96075.62442,147187.1799,94594.00242,128502.4361,259923.76,328468.6663,218619.9674,307102.4461,71542.22208,258222.8276,85872.29894,208431.6763,101753.8665,94729.21717,128933.5536,82380.99397,131604.8426,115969.6266,151289.4103,184082.0435,90265.59815,129930.7414,103693.1043,75632.63896,97283.0609,64495.40944,79725.8487,94215.93391,150407.164,115171.3718,123068.4293,116543.5886,91797.79978,162575.9524,263336.312,80782.39095,181774.116,105837.6052,205248.1553,193173.1721,132622.1814,264553.3492,182110.0856,299705.3693,350581.3336,193419.4062,166409.4086,125690.2643,156252.0635,134319.2394,135975.8984,92114.73686,164.0063
145.0491@12.743004,131347.7963,85849.28029,107560.9744,92533.23639,133105.4985,88832.73559,122625.7765,103018.3028,109877.9392,112546.5936,124161.5243,144076.5086,84851.99005,128874.1461,93276.56172,92771.40517,93683.41014,72694.05153,81916.5922,100227.2753,104036.8485,128968.0221,109585.5427,103536.5439,56604.76401,187800.8112,74740.69632,83990.41608,82436.6275,106190.8046,149749.2814,150871.2813,339206.7623,112527.0549,180318.2132,227330.0328,87955.85218,106393.1875,93369.22774,129144.7188,106036.1649,103499.3271,120115.2891,202662.972,142813.402,154079.0082,132119.4772,128115.1554,109136.9414,335287.368,146692.5513,120822.1373,145199.9998,127429.0425,136731.1203,167846.0729,186174.3525,237584.6486,135255.4,158339.9095,86190.65798,69478.64724,62150.31389,85387.34389,68146.86685,98499.27937,139372.4489,125559.2131,144394.377,108544.8498,109330.2726,177513.1772,171660.8365,58765.36622,152531.4934,120700.5606,113496.2146,197075.7628,130363.1633,167446.1209,150211.2542,201185.6851,170288.3759,274902.9699,192501.1441,158631.2471,188000.6315,173509.0344,166676.425,126768.5064,145.0491
202.0329@17.088991,60026.72184,39606.44345,48208.56651,41615.51516,49000.51787,31815.40037,54381.82902,46037.52277,58418.42414,58182.66372,66945.70951,61230.98163,42776.09751,51256.66097,45364.94368,40505.89541,39824.33705,36172.06626,31054.03654,34806.87045,45108.62811,59040.59947,41612.87054,41818.62737,19711.0947,82148.7378,29950.3658,28955.60224,26283.63617,43504.82652,103556.0019,108706.9453,435396.4715,97071.82839,179307.4017,219757.0279,38625.80709,68685.04475,49867.25931,82249.35358,50051.62517,66737.36349,115234.0908,185304.2877,136968.0896,149658.823,115553.5505,146334.3014,43319.58859,130318.8321,57133.46053,51854.0568,62238.0991,42022.78789,83413.6736,61083.28272,84913.0082,114895.0383,46897.65308,80182.57595,47456.74718,36558.45447,41483.19328,29695.82317,34479.15161,46821.02481,78838.46082,59747.23302,69120.27553,61192.64718,50076.04646,92652.70952,140384.1318,49386.1376,110843.1848,56253.45439,123966.1077,89842.30424,64888.43618,141701.4399,101189.9849,146404.6654,184687.491,92069.97583,94707.15389,71995.21477,90179.27499,74540.78223,75239.95689,49544.07916,202.0329
240.0425@17.17899,117547.2453,79049.58057,102225.933,83302.88487,107024.8925,72956.14725,109409.4894,97563.71329,113041.5756,113307.6129,125666.6593,131008.5814,79104.97683,104082.4856,83088.85597,78978.03048,80162.66749,69638.43499,56608.57222,65945.60042,72962.90911,103370.4992,71029.42151,78313.23933,52136.61802,139122.3726,67714.37126,68381.93176,60896.5946,86596.59518,160274.531,165688.3446,493100.9955,145627.1426,220883.1917,250350.4758,72291.92714,119678.9539,86458.0757,126906.7237,93315.32198,109484.7089,188012.3965,256558.7406,159267.2698,206230.0494,176013.8706,171056.1686,82249.46036,194330.7088,101408.8726,92131.8921,119109.5453,84935.07881,101208.5276,105729.0646,136862.8263,157963.5409,84060.29234,118437.6256,94841.24643,75262.26982,80896.01301,73839.63865,73602.84868,99637.42152,137036.5458,111745.9404,130280.9599,107280.8272,95100.49621,152807.7282,209334.6536,64844.52874,163340.6835,111788.316,147509.916,187207.868,113897.6724,205010.5739,154151.479,238915.906,250718.9578,233342.3881,196258.1375,163380.5513,195649.4949,167673.1171,167722.2598,121169.3175,240.0425
145.0116@13.140011,83482.36925,53822.07814,79717.84042,46450.42426,68195.19004,42429.94136,74662.68846,59842.31613,76411.39381,74596.93639,86358.68468,86953.59973,59384.0132,62457.85101,59669.79653,53288.70535,51645.59651,49279.6564,38018.88617,43451.90625,52358.87605,76331.416,46367.73555,53309.35404,31580.42084,100870.4276,46787.77955,39788.76368,37162.11543,57711.76869,129640.5111,138120.5805,418229.6235,123810.64,185205.362,199287.894,46730.98173,80113.98526,62799.64934,98340.3519,61937.55901,83289.18164,167301.6527,222851.3505,141743.0284,187384.8792,138363.8877,156999.5493,57380.1093,137332.9743,71866.06051,66491.52183,84494.9999,51572.94547,89917.99094,76413.95712,99296.40488,115364.2218,58272.11042,82998.87624,69879.84143,53102.19548,62867.05438,43144.5714,52414.73954,61702.45291,101936.8609,74140.06276,78559.94716,78456.09561,59827.96165,106590.2263,168360.3356,51844.66101,121264.4189,66207.04225,127302.5325,128014.0046,86633.33309,178501.2499,114584.1072,196524.4791,229396.4244,125109.9637,128990.1787,97786.28195,117211.6023,97685.9293,104317.8874,71598.77881,145.0116
137.9731@17.109007,80307.98908,50993.62305,67983.55278,56045.86668,71715.01373,47542.08238,77046.32261,65162.04284,76645.57562,74173.68791,82787.73152,91098.90881,44268.08428,61127.58986,47040.57838,44628.85685,45572.02078,38596.54726,31324.78034,35554.55916,40050.15979,36124.04188,39344.39671,44089.93149,36063.2638,100268.2006,48984.34594,46704.91025,42348.89225,60722.12682,106027.4333,104338.8307,259883.0035,89312.63002,139496.2959,156661.0875,43163.70075,57979.29321,50059.38328,75028.5569,55223.61137,62352.05441,88413.22303,135651.6992,94334.83657,106939.4181,93252.26066,74775.13389,56359.12583,129460.7429,63976.10901,58088.23532,68851.36355,55820.89699,58535.49406,60833.42487,80579.82363,87234.87957,50570.46301,68472.64204,62620.10258,49778.69962,54654.92217,51928.42926,48930.81831,64390.13556,85102.7275,72858.4231,82516.69758,62359.13754,62703.90326,95470.97894,121264.237,42571.26158,100433.9396,66416.97944,79441.64204,114636.4371,72226.13313,121445.8118,87068.76676,135971.1469,135304.9577,143084.5334,148484.0614,122237.0505,145765.523,120348.8747,117990.38,87772.31043,137.9731
255.9571@17.19601,52718.87059,35543.56633,49835.3015,35894.69092,51846.68867,36814.39979,48690.25714,51293.547,50130.30294,47020.27643,51887.41918,58345.018,40718.3504,54651.91385,41779.15195,40512.06621,43661.58552,35859.32246,28867.19025,32947.03575,39897.30029,73221.84465,37192.90359,39893.99046,22996.26825,49785.37028,27650.3647,28688.42979,31388.7601,36530.61163,79089.54071,72409.65608,217409.3853,56607.11587,102318.8132,113586.952,36531.83134,66380.63703,41475.76348,63646.74039,47772.90617,53322.1817,96014.04947,50076.96697,14958.00664,104590.0098,92831.78794,83390.64959,37873.50537,74266.6205,12631.19998,32764.39066,60204.54538,39281.06668,52409.71115,52601.78189,26864.53441,75140.89111,43275.71918,58659.46571,42467.23312,33426.61426,5553.084283,32450.96863,31517.90918,45320.25125,63597.41835,59122.54211,60912.52897,53940.5596,26651.86015,79001.49852,92598.1962,31010.50129,71663.94502,50624.2489,71968.09878,94987.1654,56913.43014,91620.36213,76361.57835,113395.104,117227.794,124669.2001,86495.07784,62418.98503,80473.87663,62670.24782,57338.53103,51103.78384,255.9571
93.0577@14.958988,159044.3528,102476.9877,133241.5915,113433.8909,146862.7933,96275.87824,139136.4855,120646.6951,139725.5755,139269.6943,159139.0377,165996.3631,108709.2694,151675.0804,119850.1782,112044.0636,115079.9908,97937.70287,80002.64178,91676.26979,102078.9422,133602.4684,105042.6006,109824.9747,60938.65986,175885.9957,83282.2919,83005.41001,77000.2639,107406.6558,218416.2998,213913.2162,639947.951,185044.4154,289225.6364,349316.9617,102263.3855,153196.1033,120088.5169,176461.889,130513.8425,147274.1451,226620.4543,357424.106,233226.4931,282282.2345,237159.7709,234573.2276,104809.0516,248548.5249,132062.0907,114473.6745,142270.1651,110178.2303,143900.7368,149147.7324,193624.0825,215570.9411,120826.7057,168908.0803,117098.7341,92429.55078,98110.33363,97109.99074,89463.0063,121340.2976,183258.4005,156655.7817,177870.6282,139098.0084,130384.1536,218513.8664,267933.2145,88505.37715,218599.3943,143965.2371,197803.5839,241477.8075,160966.545,283440.7839,212428.1301,324210.5643,310751.4669,318199.0063,242118.9641,197399.6675,229443.2949,201655.2051,200353.8994,142558.0557,93.0577
201.9621@13.571008,40882.3692,19212.75534,23480.60612,21636.46061,30580.11568,15014.50129,43073.93484,36348.8418,43382.42417,42750.65385,49829.49412,43373.09077,17154.26776,29460.8043,25300.17844,24411.29482,22905.70681,22106.4348,17489.21663,19880.57847,25378.11571,22012.93224,26288.57301,21147.65335,6650.084827,54918.49315,15368.21265,16213.76255,13739.70238,24371.91189,70358.09605,75833.23293,277347.387,49201.2861,116808.2926,181318.6279,21430.5636,31833.74661,31142.51393,47488.41314,38683.10455,41662.09082,65924.79331,112688.6777,86839.39854,85456.17845,69318.81327,86864.92066,25161.81883,89683.36763,35269.52723,32174.71959,33756.19831,28123.05455,44266.36462,33521.30583,44036.95864,62903.27124,25066.39128,47435.00012,30973.4579,22730.00822,21831.49085,15142.42261,16763.7758,26909.40827,48467.93952,36402.17188,48351.68543,30188.84343,27014.37475,67204.18834,103644.6331,36948.27537,83280.8927,45746.0109,75452.14231,49626.2491,36468.6605,81792.25798,77330.85604,73747.22911,94915.00613,26766.14547,73890.27947,53529.52554,81948.81933,65890.42523,54709.66271,32573.18335,201.9621
678.0066@13.140994,32384.15982,21493.54431,30326.62928,22581.81819,23127.86224,14840.97843,25613.71727,19640.97627,29207.99995,26756.58559,32104.6925,28760.43627,24661.68594,22347.4159,23010.00655,19150.01382,19806.74153,20310.05463,13653.33231,14918.78234,20954.97521,38276.24023,16662.5675,20390.26603,10485.6198,40054.8105,16821.54047,12125.20332,10858.64455,20620.29755,54039.77535,52113.82691,217050.2134,59088.39192,84626.95538,87582.91231,17323.06774,40526.36756,24172.73544,39763.57183,22148.92279,34576.30902,105224.1734,106475.7521,70147.58032,107062.466,70029.87663,91941.01488,21395.86564,53774.87611,28178.26663,26830.98129,35688.09913,20397.47879,41164.62358,26344.27441,37841.17352,49819.73898,20074.57308,36342.08549,27599.32566,21249.33054,30870.46604,13199.26558,21859.8546,24498.14216,39781.73344,25509.45453,26764.76255,30792.42304,19919.23533,36153.14486,79640.21051,24744.98064,52519.79072,25462.79112,72065.87894,51576.91136,34697.24233,78382.34393,49001.0875,79397.26932,132827.9274,35855.46669,41069.04139,29516.55588,36782.93776,29376.33493,33551.33548,21683.244,678.0066
296.9838@17.198,55134.29759,36799.27762,48079.84805,39488.48486,51358.42972,34470.83617,49258.03841,42316.05501,50948.24234,48626.69681,53994.60816,57943.27255,37365.24296,51794.79871,40859.71559,38868.41607,40881.25495,34602.69931,28237.95388,32102.5206,34796.78238,65616.26448,35572.01103,39264.32766,21700.26274,60889.48379,30113.08536,29942.58681,27146.90889,38498.39676,75585.23326,73700.94643,231141.4068,66968.15888,100834.3339,116393.9635,34712.48699,60788.56374,43025.25107,60782.64783,45944.28358,52154.19989,94133.47096,122673.2182,80015.46464,104374.7371,83129.47223,85876.38843,37307.28554,84762.28773,45358.18176,41483.70417,55442.60324,38289.6485,49701.69573,51805.92403,66703.58397,72106.88779,41942.68336,57559.89821,41788.3075,33920.25337,36203.94701,33520.3207,31520.90312,44983.21985,64710.69108,53930.51898,62956.07167,49820.09681,46601.74011,74223.49907,94132.81658,30664.93655,76798.41335,52521.65275,69919.54395,88179.26126,57557.15135,96851.61834,71434.09572,113647.7811,114253.1274,114936.4365,84479.19354,70657.65774,80748.84853,69422.13541,69332.01089,52728.03948,296.9838
